FullName,FirstName,LastName,Gender,Status,Region,Ethnicity,Occupation_primary,MaritalStatus,Spouse_FirstName,Spouse_Last Name,Spouse_Gender,Spouse_RaceEthnicity,Spouse_Birthday,Spouse_Age,Spouse_Occupation,Street,City,State,ZipCode,Religion_Christian,Religion_Muslim,Religion_Jewish,Religion_Hindu,Religion_Buddhist,Religion_Other,Religion_Spiritual,Religion_None,RoleofFaith_primary,RoleofFaith_spouse,Alcohol_Occasional,Alcohol_Responsible,Alcohol_Irresponsible,DrugUse,Marijuana_Occasional,Marijuana_Regular,Cigarettes_Occasional,Cigarettes_Regular,Vaping_Occasional,Vaping_Regular,JobRetentionChallenges,DayOff_primary,DayOff_spouse,FavoritPlace_primary,FavoritePlace_spouse,Personality_primary,Personality_spouse,SocialStyle_Introverted,SocialStyle_Extraverted,SocialStyle_Both,SadnessResponse_primary,SadnessResponse_spouse,AngerResponse_primary,Anger Response_spouse,Continuing Education,Supports_Holidays,Supports_Job,Supports_Parenting,Supports_Medical,Supports_Legal,Supports_Budgeting,Supports_MentalHealth,Supports_Resources,Supports_Social,Multiple_Matches,Match_Housing,Emergency_Housing,CriminalHistory_Arrested,CriminalHistory_Jail,CriminalHistory_CurrentProbation,Children_Pregnant,Children_Custody1,Children_Custodymultiple,Children_Kincare1,Children_Kincaremultiple,Children_Welfare1,Children_Welfaremultiple,Bio_Important,Bio_Difficult,Sexuality_Heterosexual,Sexuality_Homosexual,Sexuality_Bisexual,Gender_Male,Gender_Female,Gender_Transgender,Gender_Non_binary,Latitude ,Logatitude
Pauline Shaw,Pauline,Shaw,Female,Not Moving Forward,4,,Paving equipment operator,,,,,,,,,2005 GA_16 #103,Newnan,Georgia,30263,5,3,4,3,3,3,3,5,Exclusive,,5,5,0,1,1,1,3,4,3,2,5,Movie/Play,,Pampered,,Shy,,3,2,4,Listen,,Process,,4,5,3,4,4,5,5,4,4,4,,checked,,1,1,5,5,4,5,2,2,5,3,5,2,5,2,4,5,4,2,3,33.430708,-84.86225
Pearl Cantrell,Pearl,Cantrell,Female,Completed Training,1,,Remote sensing specialist,Single,,,,,,,,2467 Lafayette Rd,Fort Oglethorpe,Georgia,30742,5,3,4,3,3,3,5,3,Inclusive,,5,5,2,4,0,0,5,0,5,4,3,Read/Walk,,Event,,Shy,,3,5,2,Alone,,React,,5,4,5,4,4,4,4,1,5,5,,,checked,4,1,3,3,3,0,4,1,0,1,4,2,5,5,4,4,4,1,0,34.953449,-85.258612
Penny Flagg,Penny,Flagg,Female,Interested,12,,Child care worker,,,,,,,,,107 US Highway 80 SE,Pooler,Georgia,31322,5,5,4,4,5,3,4,3,Exclusive,,5,4,5,0,4,1,3,1,1,3,3,Shop,,Event,,Friendly,,4,5,3,Advice,,Process,,2,5,1,4,5,4,3,4,4,5,,checked,,3,0,1,3,5,4,3,4,4,1,5,3,5,0,5,5,5,3,3,32.114473,-81.248747
Penny Gonzalez,Penny,Gonzalez,Female,Interested,6,,Amusement machine servicer,,,,,,,,,5080 Riverside Dr,Macon,Georgia,31210,5,5,3,5,5,5,5,4,Inclusive,,5,4,5,2,3,3,3,5,3,5,3,Read/Walk,,Nature,,Friendly,,5,4,4,Listen,,React,,5,5,5,5,4,5,4,5,4,4,,checked,,1,5,3,4,0,3,5,3,0,2,5,4,5,1,4,5,5,2,2,32.92622,-83.714226
Peter & Geraldine Thomas,Peter,Thomas,Male,Interested,5,,Operating room technician,Married,Geraldine,,,,4/19/1973,48,Record center clerk,2270 S Main St,Greensboro,Georgia,30642,5,3,0,3,3,5,3,3,Inclusive,Exclusive,5,5,0,3,1,1,4,1,4,3,3,Friends/Family,Movie/Play,Event,Pampered,Reserved,Adventurous,5,4,3,Advice,Advice,Reconcile,Withdraw,3,4,4,4,4,4,5,4,4,4,,checked,checked,2,0,5,0,5,2,3,3,0,1,2,3,5,5,5,5,4,4,1,33.548722,-83.202366
Peter & Theresa Romero,Peter,Romero,Male,Certified,1,African American,Yoga instructor,Married,Theresa,,,Black/African American,10/31/1963,58,University faculty,90 Battlefield Station Drive,Ringgold,Georgia,30736,5,4,5,3,4,5,4,5,Unimportant,Unimportant,5,4,4,1,5,3,0,4,2,4,4,Home,Movie/Play,Pampered,New,Adventurous,Shy,4,4,5,Alone,Advice,Process,Reconcile,3,5,5,5,5,4,4,5,5,5,,checked,checked,1,1,5,5,3,3,0,0,3,0,1,5,5,4,5,5,4,0,0,34.938405,-85.217034
Peter Hayes,Peter,Hayes,Male,Interested,13,,Insurance broker,,,,,,,,,4150 Macland Rd # 220,Powder Springs,Georgia,30127,5,4,4,5,5,5,2,5,Unimportant,,5,5,1,1,4,1,4,3,3,0,2,Friends/Family,,Nature,,Adventurous,,3,4,4,Advice,,Withdraw,,4,4,5,5,5,4,4,5,4,4,,,checked,0,5,1,4,5,5,3,0,4,0,5,1,5,4,4,1,4,0,5,33.903906,-84.674268
Petronila Ramos,Petronila,Ramos,Female,Interested,6,,Rigger,,,,,,,,,1811 Houston Lake Rd,Perry,Georgia,31069,5,5,4,5,5,4,5,5,Exclusive,,5,4,3,5,5,1,2,5,5,0,3,Shop,,Nature,,Solitary,,5,3,4,Advice,,Reconcile,,3,5,5,4,0,2,5,5,5,4,,checked,checked,1,1,1,4,4,4,2,2,3,3,0,3,5,4,1,5,4,0,0,32.475589,-83.706883
Philip & Tracey Hodge,Tracey,Hodge,Female,Matched,13,,Industrial designer,Married,Philip,,Male,White,1/23/1980,42,,3031 Clement Street,Lilburn,Georgia,30047,5,3,4,4,5,5,3,4,Exclusive,Exclusive,5,1,1,1,3,0,2,5,3,0,5,Home,Movie/Play,Event,New,Friendly,Reserved,5,5,5,Alone,Advice,Process,Process,5,5,5,5,4,5,3,4,4,4,checked,,,5,0,3,0,1,3,0,0,3,3,3,0,5,4,1,5,5,0,5,,
Phyllis Yetter,Phyllis,Yetter,Female,On Hold,14,,Mine safety engineer,Single,,,,,,,,6201 E Ponce de Leon Ave,Stone Mountain,Georgia,30087,5,0,3,4,3,4,2,3,Unimportant,,5,0,0,3,5,0,5,3,3,4,3,Shop,,Event,,Shy,,3,5,3,Listen,,Process,,3,5,1,5,4,4,5,5,5,5,,checked,,3,1,1,4,4,1,3,4,5,4,5,4,5,3,4,5,5,4,1,33.811668,-84.171436
Priscilla Moreno,Priscilla,Moreno,Female,Interested,,,Management accountant,,,,,,,,,3743 Werninger Street,Smyrna,Georgia,30080,5,4,5,5,4,4,5,1,Inclusive,,1,4,0,2,0,2,5,4,5,0,0,Friends/Family,,New,,Reserved,,4,2,4,Listen,,Process,,3,4,3,4,5,1,5,5,5,5,checked,,checked,3,2,0,1,0,2,0,3,2,2,3,0,5,5,3,4,5,4,1,,
Rachael Roberts,Rachael,Roberts,Female,Interested,5,,Bicycle repairer,,,,,,,,,1061 Village Park Dr 101_104,Greensboro,Georgia,30642,5,4,5,5,4,3,4,3,Exclusive,,5,3,0,2,2,2,2,4,5,4,5,Home,,None,,Adventurous,,2,4,3,Alone,,Reconcile,,1,5,3,4,4,3,4,5,4,5,,checked,checked,0,5,4,3,3,2,3,3,5,1,1,1,5,4,1,5,0,4,4,33.466641,-83.245298
Rachel Bingham,Rachel,Bingham,Female,Interested,13,,Maintenance electrician,Single,,,,,,,,3915 Lawrenceville Hwy,Lilburn,Georgia,30047,5,5,3,3,5,3,3,3,Exclusive,,5,5,4,1,0,2,5,5,3,4,2,Shop,,Pampered,,Reserved,,5,3,5,Listen,,Process,,5,0,4,4,1,5,5,4,5,5,checked,checked,,1,0,1,4,3,4,2,5,2,3,5,0,5,5,1,4,5,2,3,33.906428,-84.111866
Rachel Giles,Rachel,Giles,Female,Not Moving Forward,5,,"Crushing, grinding, and polishing machine setter",Single,,,,,,,,199 Memorial Dr,Nicholson,Georgia,30565,5,5,3,3,3,3,5,0,Unimportant,,5,1,5,1,5,3,1,1,2,3,3,Read/Walk,,Nature,,Solitary,,4,5,5,Alone,,Process,,5,4,5,5,4,4,5,5,5,4,checked,,,3,1,1,0,3,2,5,3,5,4,1,4,5,4,1,5,5,0,4,34.124074,-83.430378
Ramona Le,Ramona,Le,Female,Matched,12,African American,Diagnostic medical sonographer,Married,,,,,,,,6586 GA_40,Kingsland,Georgia,31548,5,3,2,1,5,3,4,3,Exclusive,,5,4,1,4,0,2,4,4,2,5,5,Movie/Play,,Nature,,Friendly,,3,4,5,Advice,,Withdraw,,4,5,4,4,4,4,0,5,5,4,,,checked,5,0,2,3,4,5,5,4,1,1,0,4,5,5,5,5,4,0,5,30.777937,-81.619001
Ray & Josephine Coleman,Josephine,Coleman,Female,Matched,14,African American,Bookmobile driver,Married,Ray,,,White,8/8/1992,29,Civil engineering technician,1169 Canton St,Roswell,Georgia,30075,5,5,2,4,5,5,1,5,Inclusive,Inclusive,5,5,3,3,5,4,3,2,1,2,3,Movie/Play,Read/Walk,Nature,Pampered,Friendly,Shy,3,3,3,Alone,Advice,Process,Withdraw,3,1,5,5,4,5,5,4,4,5,,,,1,0,5,5,3,5,0,3,5,4,1,0,5,0,5,0,4,0,3,34.030321,-84.361003
Ray & Rhonda Frank,Ray,Frank,Male,Interested,13,,Clerical assistant,Married,Rhonda,,,,7/27/1990,31,Studio camera operator,4869 Crestview Terrace,Lawrenceville,Georgia,30043,5,5,5,5,5,3,1,4,Unimportant,Unimportant,5,4,0,2,3,0,5,5,4,0,2,Shop,Friends/Family,Nature,New,Solitary,Reserved,0,3,4,Listen,Listen,Reconcile,Process,3,4,5,5,4,4,5,5,5,5,checked,checked,checked,5,3,0,0,2,3,1,5,0,1,2,1,5,4,1,5,5,2,0,,
Rebecca Clark,Rebecca,Clark,Female,Interested,4,,Soil scientist,,,,,,,,,204 Morgan St,LaGrange,Georgia,30240,5,3,2,4,5,4,5,1,Unimportant,,5,2,4,1,4,4,5,3,5,4,0,Home,,Nature,,Solitary,,4,4,2,Advice,,React,,4,4,4,4,5,5,3,5,5,4,checked,,,5,5,2,2,4,3,4,5,5,4,5,5,5,5,4,4,1,2,4,33.037178,-85.030205
Rebecca Jobe,Rebecca,Jobe,Female,Awaiting Training,14,,Public relations consultant,Single,,,,,,,,9000 Avalon Blvd,Alpharetta,Georgia,30009,5,4,4,3,3,3,1,3,Inclusive,,5,4,1,1,5,4,3,2,5,0,4,Shop,,Nature,,Adventurous,,5,5,3,Listen,,Process,,3,5,5,5,5,5,5,5,4,4,checked,,checked,0,2,4,2,5,2,5,1,4,3,3,2,5,2,0,5,4,1,4,34.071785,-84.272322
Rebecca Knowles,Rebecca,Knowles,Female,On Hold,13,,Medical records and health information technician,,,,,,,,,6745 GA_85,Riverdale,Georgia,30274,4,4,3,1,5,1,4,5,Exclusive,,5,1,1,1,0,5,1,3,0,4,3,Home,,Event,,Solitary,,2,3,5,Listen,,Withdraw,,4,5,2,5,4,5,5,5,4,5,checked,,,0,2,0,3,4,3,1,4,5,3,0,3,5,4,4,5,4,0,4,33.570922,-84.413184
Rey & Joyce Baker,Rey,Baker,Male,FSS,14,,Conservation scientist,Married,Joyce,,,White,4/28/1985,36,Stock trader,4103 Beeghley Street,John's Creek,Georgia,30097,5,4,4,5,5,4,1,3,Unimportant,Exclusive,5,5,1,2,0,0,3,2,4,3,4,Home,Movie/Play,Pampered,Nature,Adventurous,Solitary,4,4,4,Listen,Advice,Withdraw,Withdraw,4,4,5,4,5,4,5,5,5,1,,,,4,3,5,4,4,3,5,3,5,5,2,1,5,1,2,4,5,2,1,,
Richard & Jane Spillane,Jane,Spillane,Female,On Hold,2,,Petroleum pump system operator,Married,Richard,,,,2/9/1965,56,Collision repair and refinish technician,534 Bell Creek Rd,Hiawassee,Georgia,30546,5,3,5,2,0,3,3,1,Inclusive,Inclusive,5,4,0,5,4,0,3,4,5,5,4,Friends/Family,Friends/Family,Event,None,Adventurous,Friendly,4,5,3,Listen,Listen,React,Process,2,5,4,5,4,5,5,4,4,5,checked,,,5,1,5,3,4,3,0,0,5,5,2,1,5,0,5,3,4,4,1,34.955161,-83.758983
Richard & Judith Poteet,Richard,Poteet,Male,Completed Training,12,African American,Enlisted personnel,Married,Judith,,,White,4/28/1982,39,Physical meteorologist,40 E Main St,Statesboro,Georgia,30458,5,5,0,4,3,5,5,3,Inclusive,Unimportant,5,4,0,1,3,0,3,4,3,5,1,Shop,Home,None,Nature,Reserved,Shy,5,4,5,Listen,Advice,Reconcile,Reconcile,3,5,5,5,5,5,0,4,5,5,checked,checked,checked,2,1,3,5,0,2,5,2,5,0,5,1,5,3,5,4,0,4,2,32.448622,-81.782056
Richard Presley & Ruth Bobbitt,Richard,Presley,Male,Matched,11,,Forming machine operator,Married,Ruth,Bobbitt,,Black/African American,9/3/1969,52,Passenger booking clerk,902 W Screven St,Quitman,Georgia,31643,5,3,4,3,5,3,4,4,Unimportant,Exclusive,5,4,1,5,1,0,4,5,3,3,3,Shop,Home,Event,None,Friendly,Reserved,5,3,3,Listen,Alone,Process,React,3,5,0,4,5,0,5,5,5,1,checked,,checked,1,2,2,4,4,5,0,4,2,4,0,1,5,3,2,5,3,1,5,30.784768,-83.567427
Richard Ray,Richard,Ray,Male,Matched,13,,Manpower development advisor,,,,,,,,,3739 Jerome Avenue,Buford,Georgia,30518,5,3,3,3,4,3,5,5,Exclusive,,5,5,0,3,1,5,5,5,5,2,2,Movie/Play,,New,,Friendly,,5,3,5,Advice,,Reconcile,,3,5,4,4,5,5,4,1,4,1,,checked,checked,4,1,0,5,5,4,1,5,0,3,1,1,5,4,0,1,5,4,2,,
Richard White,Richard,White,Male,Interested,4,,Toolmaker,,,,,,,,,1603 Vernon Rd #1200,LaGrange,Georgia,30240,5,4,3,3,3,0,5,1,Inclusive,,5,5,1,5,2,4,5,3,3,4,2,Movie/Play,,Nature,,Reserved,,3,4,3,Alone,,Reconcile,,4,2,5,5,4,4,4,5,5,4,checked,,,1,1,5,3,5,0,0,5,4,3,1,3,5,1,4,4,4,4,4,33.029951,-85.062818
Rita Stark,Rita,Stark,Female,Completed Training,13,African American,Woodworking machine operator,,,,,,,,,3687 Ersel Street,Marietta,Georgia,30060,5,4,4,4,4,5,5,3,Exclusive,,5,4,2,3,0,0,5,0,5,3,3,Read/Walk,,None,,Reserved,,4,3,5,Listen,,Process,,5,5,4,0,4,4,5,5,4,4,checked,,,5,1,1,5,4,5,3,3,2,5,5,5,5,4,5,4,4,3,1,,
Robert & Angel Batista,Robert,Batista,Male,Interested,12,,Tree trimmer,Married,Angel,,,,5/2/1986,35,Keying machine operator,3986 US_17,Richmond Hill,Georgia,31324,5,4,3,4,4,4,2,4,Unimportant,Unimportant,5,4,1,2,0,5,4,3,4,0,3,Home,Home,New,Pampered,Shy,Adventurous,3,4,4,Advice,Advice,Process,Process,3,3,5,5,4,5,5,4,4,5,,checked,,5,3,1,4,3,4,4,5,1,3,2,2,5,2,3,5,5,0,5,31.930528,-81.328574
Robert & Corine Atkins,Corine,Atkins,Female,OOS,13,,Building superintendent,Married,Robert,,,,1/28/1959,63,Agronomist,3550 W Lawrenceville St #210,Duluth,Georgia,30096,5,5,4,5,5,3,4,3,Inclusive,Inclusive,5,4,1,1,5,0,4,3,0,5,5,Friends/Family,Movie/Play,None,Event,Adventurous,Adventurous,5,1,4,Advice,Advice,Process,Withdraw,0,4,5,4,4,2,4,5,4,5,,checked,checked,1,0,1,3,4,1,0,2,4,2,2,0,5,4,5,0,5,4,0,34.003627,-84.145034
Robert & Doris Deaver,Robert,Deaver,Male,Not Moving Forward,1,,Sales worker driver,Married,Doris,,,,3/22/1980,41,Surveyor,11292 US_41,Ringgold,Georgia,30736,5,3,5,4,5,3,4,3,Inclusive,Inclusive,5,4,4,0,0,1,4,3,2,3,4,Read/Walk,Read/Walk,Pampered,New,Shy,Solitary,3,3,4,Advice,Alone,Withdraw,Reconcile,5,4,4,5,4,5,4,4,2,5,,,,0,1,0,5,0,5,0,1,3,4,1,0,5,5,5,5,4,2,5,34.890513,-85.07438
Robert & Isabelle Peden,Isabelle,Peden,Female,Certified,14,,Middle school teacher,Married,Robert,,,White,6/20/1959,62,Executive office administrator,5370 Campbellton Fairburn Rd,Fairburn,Georgia,30213,5,3,3,4,5,1,5,4,Inclusive,Exclusive,5,4,4,1,5,2,4,5,5,0,3,Read/Walk,Movie/Play,Pampered,Nature,Reserved,Adventurous,3,3,3,Advice,Alone,Process,Withdraw,4,5,5,5,5,5,1,4,5,1,,checked,,4,0,0,5,1,2,2,0,2,5,4,3,5,3,5,4,5,2,0,33.612157,-84.610326
Robert & Janice Dillon,Janice,Dillon,Female,Interested,7,,Agent_contract clerk,Married,Robert,,,,12/12/1963,58,Nuclear technician,9401 Broad St,Avera,Georgia,30803,5,5,3,3,3,4,4,5,Exclusive,Exclusive,2,4,4,3,1,4,0,4,3,2,4,Movie/Play,Shop,None,None,Shy,Adventurous,5,3,4,Alone,Alone,Withdraw,React,3,4,4,4,5,5,4,4,5,4,checked,,checked,3,4,1,5,5,1,1,4,3,3,3,5,5,3,5,4,4,1,3,33.194529,-82.527508
Robert & Jeanna Barry,Jeanna,Barry,Female,Interested,14,,Automotive air_conditioning repairer,Married,Robert,,,,10/8/1973,48,Social worker,3330 Camp Creek Pkwy,East Point,Georgia,30344,5,0,0,5,5,3,3,0,Exclusive,Exclusive,5,4,0,5,4,4,5,0,3,2,5,Home,Friends/Family,Event,Nature,Adventurous,Adventurous,5,3,0,Alone,Listen,Withdraw,Withdraw,3,4,5,5,4,5,5,4,4,4,,checked,,3,1,2,5,5,4,2,5,2,5,5,2,5,5,5,4,5,1,4,33.6572,-84.499154
Robert & Jennifer Hinds,Robert,Hinds,Male,Interested,,,Management accountant,Married,Jennifer,,,,10/25/1961,60,Student affairs administrator,212 Frederick Street,Houston,Texas,77004,5,5,4,3,5,3,3,3,Inclusive,Exclusive,5,4,0,0,5,4,3,1,4,4,0,Movie/Play,Shop,New,None,Solitary,Reserved,1,5,3,Listen,Alone,Withdraw,React,3,5,5,4,4,5,4,5,4,4,,checked,,3,0,1,0,3,4,5,4,5,5,1,0,5,4,5,5,4,1,3,,
Robert & Marlene Lane,Marlene,Lane,Female,Interested,13,,Artificial inseminator,Married,Robert,,,,11/6/1969,52,Tax preparer,1720 Mars Hill Rd,Acworth,Georgia,30101,5,3,4,4,0,4,4,5,Exclusive,Exclusive,5,3,3,1,4,2,4,3,5,5,4,Read/Walk,Home,None,Pampered,Adventurous,Adventurous,3,4,0,Advice,Advice,Reconcile,React,4,0,5,4,5,5,5,4,5,4,,,checked,0,5,3,0,5,3,2,0,4,4,4,2,5,4,4,4,5,5,2,33.996589,-84.70441
Robert & Pauline Miyashiro,Robert,Miyashiro,Male,Interested,4,,Hunter,Married,Pauline,,,,5/18/1973,48,Building construction estimator,535 Glynn St S Ste 1009,Fayetteville,Georgia,30214,3,4,3,4,3,4,4,5,Unimportant,Inclusive,5,4,2,0,2,3,2,4,3,5,5,Home,Read/Walk,Event,New,Solitary,Adventurous,4,3,4,Advice,Advice,Withdraw,Reconcile,3,4,5,4,5,4,4,5,5,5,,checked,,1,1,1,4,0,5,2,0,5,3,4,2,5,4,4,5,4,3,5,33.439051,-84.456096
Robert Jones & Natividad McGaughey,Natividad,McGaughey,Female,Matched,4,African American,Locksmith,Married,Robert,Jones,,Black/African American,8/9/1993,28,Order processor,664 W Bankhead Hwy #2b,Villa Rica,Georgia,30180,5,5,4,3,3,4,4,4,Inclusive,Inclusive,4,1,0,1,5,0,2,3,3,5,1,Movie/Play,Friends/Family,Pampered,Event,Reserved,Adventurous,4,4,5,Alone,Listen,Reconcile,Process,5,2,5,5,4,4,0,5,4,5,,checked,checked,1,1,5,4,3,5,2,5,5,2,0,5,5,5,5,2,5,1,3,33.729622,-84.937854
Robin & Dinah Bean,Dinah,Bean,Female,Interested,4,,Caregiver,Married,Robin,,,,7/8/1979,42,Baker,904 S Park St,Carrollton,Georgia,30117,5,5,3,3,3,5,4,0,Exclusive,Exclusive,5,5,0,5,2,4,4,3,3,1,4,Read/Walk,Read/Walk,Event,Nature,Reserved,Shy,3,5,5,Advice,Alone,Process,Reconcile,5,4,5,5,4,4,4,5,4,5,,,checked,3,1,1,5,4,5,4,3,4,5,5,2,5,5,4,5,5,5,1,33.565406,-85.075982
Rochelle Cannon,Rochelle,Cannon,Female,Interested,13,,Bartender helper,,,,,,,,,4150 Macland Rd #250,Powder Springs,Georgia,30127,3,1,4,3,4,5,3,3,Inclusive,,5,0,4,3,3,4,2,0,4,4,0,Shop,,New,,Adventurous,,5,5,3,Listen,,Reconcile,,4,4,5,4,5,4,5,4,2,4,,,,0,5,3,1,3,4,2,0,3,4,1,3,5,5,4,4,4,0,5,33.903906,-84.674268
Rodney & Leeann Carr,Rodney,Carr,Male,Interested,1,,Log debarker,Married,Leeann,,,,11/17/1991,30,Range conservationist,1700 S Dixie Hwy,Dalton,Georgia,30720,5,3,3,4,3,3,0,3,Exclusive,Exclusive,5,4,3,0,4,5,1,4,1,5,4,Read/Walk,Movie/Play,Pampered,New,Adventurous,Adventurous,4,3,3,Listen,Listen,Withdraw,Withdraw,3,5,4,5,5,3,5,4,5,4,checked,,checked,1,3,3,3,4,5,4,5,5,3,2,1,5,4,5,5,5,4,4,34.746679,-84.971636
Rodney & Lisa Waldman,Lisa,Waldman,Female,Matched,2,,Media specialist,Married,Rodney,,,White,5/26/1966,55,Simultaneous interpreter,1907 Locust Street,Cumming,Georgia,30028,5,0,3,3,3,4,0,4,Exclusive,Unimportant,5,4,5,0,3,5,3,2,5,2,0,Home,Home,Event,Event,Solitary,Shy,2,4,3,Listen,Alone,React,Reconcile,0,1,5,4,2,4,5,0,5,5,checked,,checked,2,5,3,4,3,3,3,1,4,2,1,0,5,4,4,5,3,4,0,,
Rodrigo Ericksen & Lois Davis,Rodrigo,Ericksen,Male,FSS,5,,Purchasing clerk,Married,Lois,Davis,,White,5/13/1967,54,Market research analyst,269 N Hull St,Athens,Georgia,30601,5,4,5,4,2,5,3,4,Exclusive,Inclusive,5,5,0,1,5,4,5,3,1,2,1,Movie/Play,Movie/Play,None,Nature,Reserved,Adventurous,5,4,3,Listen,Listen,Process,React,5,4,5,5,5,4,5,4,4,4,,,,5,1,1,0,3,2,5,3,1,5,3,0,5,3,2,4,1,1,2,33.958025,-83.378856
Rogelio & Nikita Peterson,Nikita,Peterson,Female,Completed Training,12,,Information technology trainer,Married,Rogelio,,,White,2/10/1968,53,Engine and other machine assembler,48 Whitaker St,Savannah,Georgia,31401,5,4,5,5,4,5,5,3,Exclusive,Inclusive,5,5,0,1,3,4,2,3,1,2,4,Movie/Play,Shop,New,Event,Friendly,Friendly,4,4,5,Listen,Alone,Reconcile,React,3,4,5,0,4,5,0,5,5,5,checked,checked,checked,1,3,2,4,3,1,4,3,5,5,5,1,5,5,3,5,5,4,1,32.079455,-81.092864
Roger & Lois Dawson,Lois,Dawson,Female,OOS,12,,Bleaching and dyeing machine operator,Married,Roger,,,,1/23/1987,35,Margin clerk,3203 Fort McAllister Rd,Richmond Hill,Georgia,31324,5,3,0,3,4,3,5,3,Unimportant,Inclusive,5,4,0,1,5,4,3,3,3,3,0,Home,Movie/Play,New,Event,Adventurous,Solitary,0,4,3,Listen,Listen,Process,Withdraw,5,5,5,4,4,4,5,4,4,5,checked,checked,checked,1,0,1,2,1,4,3,2,5,2,1,2,5,5,4,4,4,5,1,31.885437,-81.211238
Ronald & Sheila Judy,Sheila,Judy,Female,OOS,2,,Hand sewer,Married,Ronald,,,,5/28/1964,57,Extruding and drawing machine setters,317 Spring St SE,Gainesville,Georgia,30501,5,4,5,3,0,3,3,4,Exclusive,Unimportant,5,4,4,0,5,1,2,2,5,4,3,Read/Walk,Read/Walk,Pampered,New,Adventurous,Reserved,3,4,5,Listen,Alone,Withdraw,Withdraw,3,5,5,5,5,4,4,5,4,4,,,checked,4,5,3,5,2,5,1,4,5,2,1,3,5,2,3,4,5,3,2,34.300682,-83.823954
Roosevelt & Renae Lee,Roosevelt,Lee,Male,Matched,14,,Asbestos abatement worker,Married,Renae,,Female,White,1/14/1958,64,Precious stone and metal worker,8440 Holcomb Bridge Rd # 500,Alpharetta,Georgia,30022,5,4,4,3,5,3,4,3,Exclusive,Exclusive,4,4,0,4,5,2,3,5,3,4,2,Home,Movie/Play,Event,None,Adventurous,Friendly,1,4,5,Listen,Advice,Reconcile,Withdraw,4,5,5,4,4,5,4,5,4,4,checked,checked,,3,4,0,3,4,0,1,5,0,0,4,2,5,4,4,4,5,1,1,33.984664,-84.270488
Rosa Bruce,Rosa,Bruce,Female,Not Moving Forward,8,,Echocardiographer,Single,,,,,,,,1509 E Forsyth St,Americus,Georgia,31709,5,3,3,3,4,4,4,4,Inclusive,,5,4,0,4,1,2,4,1,4,4,2,Read/Walk,,Pampered,,Solitary,,3,5,4,Listen,,Reconcile,,5,4,5,5,3,5,5,0,4,5,checked,,checked,2,1,2,2,4,3,4,3,2,3,2,1,5,4,3,1,5,2,3,32.07152,-84.213099
Rose Weber,Rose,Weber,Female,Interested,14,,Gas pumping station operator,,,,,,,,,3701 Lawrenceville Hwy,Tucker,Georgia,30084,5,3,2,3,3,5,4,5,Exclusive,,5,4,0,0,0,5,5,0,3,3,5,Read/Walk,,None,,Friendly,,4,5,5,Listen,,Withdraw,,4,4,3,4,4,4,5,5,4,4,checked,,checked,1,0,5,3,4,4,4,0,1,4,2,4,5,5,4,5,4,1,0,33.846252,-84.228476
Roxanne Demarco,Roxanne,Demarco,Female,Interested,6,,Insurance underwriter,,,,,,,,,4524 Forsyth Rd,Macon,Georgia,31210,5,5,3,5,5,4,5,4,Inclusive,,5,1,5,4,4,4,4,2,2,4,0,Movie/Play,,None,,Adventurous,,4,4,4,Listen,,Reconcile,,4,4,4,5,4,5,5,2,5,5,checked,checked,checked,1,1,2,3,5,3,5,5,2,5,2,0,5,5,4,5,5,1,3,32.871157,-83.704262
Roy & Katie Messina,Katie,Messina,Female,Interested,1,,Flight service specialist,Married,Roy,,,,9/16/1968,53,Inside order clerk,8046 Knox Bridge Hwy,Canton,Georgia,30114,5,5,4,5,5,3,2,3,Exclusive,Inclusive,5,5,0,1,4,5,5,5,5,5,4,Movie/Play,Read/Walk,Nature,None,Shy,Adventurous,5,3,3,Listen,Alone,Reconcile,Withdraw,3,4,4,5,5,4,5,5,4,4,,,,1,1,3,4,3,2,4,5,0,4,0,4,5,0,4,4,1,2,0,34.213647,-84.532054
Ruby Griffin,Ruby,Griffin,Female,Interested,3,,Medical interpreter,,,,,,,,,66 Hiram Douglasville Hwy b,Hiram,Georgia,30141,5,1,4,4,4,2,4,4,Unimportant,,5,4,5,4,4,3,0,4,4,5,0,Read/Walk,,None,,Shy,,3,3,5,Listen,,Withdraw,,4,4,5,5,5,5,4,4,4,4,checked,,checked,0,5,0,4,4,3,5,2,3,3,0,0,5,5,1,1,5,0,0,33.890758,-84.755912
Ruth Cahoon,Ruth,Cahoon,Female,Interested,4,,Sewer,,,,,,,,,99 Jeff Davis Rd,Thomaston,Georgia,30286,5,5,5,5,5,0,2,1,Exclusive,,5,5,5,2,4,0,5,3,4,5,3,Movie/Play,,None,,Friendly,,5,3,0,Alone,,Reconcile,,5,4,4,2,2,5,5,5,5,4,checked,checked,,4,0,0,5,3,2,1,1,2,4,0,4,5,4,1,4,4,1,2,32.934379,-84.335101
Ruth Fitch,Ruth,Fitch,Female,Interested,1,,Staffing manager,Single,,,,,,,,37 Parkway Dr,Fort Oglethorpe,Georgia,30742,5,4,4,4,5,2,3,5,Unimportant,,4,1,3,0,5,4,3,5,5,5,3,Movie/Play,,New,,Shy,,5,4,3,Alone,,React,,5,4,5,4,4,5,5,4,4,4,,,,1,5,0,1,3,1,1,4,0,4,2,2,5,2,5,4,4,0,5,34.939394,-85.217532
